Algorithm,Resolution,Map,Agents,Total Time,Number Solved Scenarios,Average Time
CBS,2,den312d,4,17.237047999999994,20,0.8618523999999997
CBS,2,den312d,6,29.576152,20,1.4788076
CBS,2,den312d,8,57.15781799999999,18,3.175434333333333
CBS,2,den312d,10,137.824623,18,7.6569235
CBS,2,den312d,12,196.409767,17,11.553515705882353
CBS,2,den312d,14,229.13306,14,16.366647142857143
CBS,2,den312d,16,119.60027,9,13.288918888888889
CBS,2,den312d,18,129.11539,7,18.44505571428571
CBS,2,den312d,20,68.75665000000001,4,17.189162500000002
CBS,2,den312d,22,78.71612,3,26.23870666666667
CBS,2,den312d,24,27.1796,1,27.1796
CBS,2,den312d,26,27.5699,1,27.5699
CBS,2,ost003d,2,245.378423,19,12.914653842105263
CBS,2,ost003d,4,317.8320530000001,16,19.864503312500005
CBS,2,ost003d,6,156.75623399999998,9,17.41735933333333
CBS,2,ost003d,8,63.94865999999999,6,10.658109999999999
CBS,2,ost003d,10,109.1411,6,18.190183333333334
CBS,2,ost003d,12,52.474000000000004,2,26.237000000000002
CBS,2,ost003d,14,35.6744,1,35.6744
CBS,2,brc202d,2,134.85848199999998,11,12.259861999999998
CBS,2,brc202d,4,123.94720000000001,3,41.315733333333334
CBS,2,brc202d,6,39.3151,1,39.3151
CBS,2,den520d,2,39.207526,20,1.9603763
CBS,2,den520d,4,125.137697,16,7.8211060625
CBS,2,den520d,6,206.172993,13,15.859461
CBS,2,den520d,8,247.160359,11,22.469123545454547
CBS,2,den520d,10,240.36989800000003,9,26.70776644444445
CBS,2,den520d,12,198.231992,6,33.038665333333334
CBS,2,den520d,14,114.68050000000001,3,38.22683333333334
CBS,2,den520d,16,126.21520000000001,3,42.071733333333334
CBS,2,den520d,18,72.8555,2,36.42775
CBS,2,den520d,20,79.1687,2,39.58435
CBS,2,den520d,22,38.4028,1,38.4028
CBS,2,den520d,24,38.3525,1,38.3525
CBS,2,w_woundedcoast,2,180.99936,6,30.16656
CBS,2,w_woundedcoast,4,149.7838,4,37.44595
CBS,2,w_woundedcoast,6,58.9502,1,58.9502
CBS,4,empty-8-8,2,0.034862000000000004,20,0.0017431000000000002
CBS,4,empty-8-8,4,0.219999,20,0.01099995
CBS,4,empty-8-8,6,0.39972299999999994,20,0.019986149999999998
CBS,4,empty-8-8,8,39.328956999999996,20,1.9664478499999998
CBS,4,empty-8-8,10,10.869278,19,0.5720672631578947
CBS,4,empty-8-8,12,52.20541,19,2.747653157894737
CBS,4,empty-8-8,14,19.016168999999998,17,1.1185981764705881
CBS,4,empty-8-8,16,8.17116,15,0.544744
CBS,4,empty-8-8,18,14.486303000000001,14,1.0347359285714286
CBS,4,empty-8-8,20,16.389899,10,1.6389898999999999
CBS,4,empty-8-8,22,23.40753,6,3.9012550000000004
CBS,4,empty-8-8,24,18.00207,3,6.00069
CBS,4,empty-8-8,26,48.84959,2,24.424795
CBS,4,empty-8-8,28,48.2891,1,48.2891
CBS,4,empty-8-8,30,53.5797,1,53.5797
CBS,4,empty-16-16,2,1.00987,20,0.050493500000000004
CBS,4,empty-16-16,4,1.089889,19,0.057362578947368424
CBS,4,empty-16-16,6,1.5400379999999998,19,0.08105463157894736
CBS,4,empty-16-16,8,2.229978,19,0.11736726315789474
CBS,4,empty-16-16,10,5.919595,19,0.3115576315789474
CBS,4,empty-16-16,12,14.019746999999999,19,0.7378814210526315
CBS,4,empty-16-16,14,15.157939999999996,18,0.8421077777777776
CBS,4,empty-16-16,16,30.38792,17,1.787524705882353
CBS,4,empty-16-16,18,61.26619,16,3.829136875
CBS,4,empty-16-16,20,67.05924300000001,13,5.158403307692309
CBS,4,empty-16-16,22,85.24490699999998,12,7.103742249999999
CBS,4,empty-16-16,24,94.55955,9,10.506616666666666
CBS,4,empty-16-16,26,71.27436,8,8.909295
CBS,4,empty-16-16,28,144.68161,8,18.08520125
CBS,4,empty-16-16,30,103.56482000000001,5,20.712964000000003
CBS,4,empty-16-16,32,130.1266,4,32.53165
CBS,4,empty-16-16,34,43.3799,2,21.68995
CBS,4,empty-16-16,36,50.6097,1,50.6097
CBS,4,empty-32-32,2,0.059958,20,0.0029979
CBS,4,empty-32-32,4,0.07999999999999999,20,0.003999999999999999
CBS,4,empty-32-32,6,9.247212999999999,20,0.46236064999999993
CBS,4,empty-32-32,8,10.200015,20,0.51000075
CBS,4,empty-32-32,10,13.869202,20,0.6934601
CBS,4,empty-32-32,12,32.277286000000004,19,1.6988045263157896
CBS,4,empty-32-32,14,64.15328,19,3.376488421052631
CBS,4,empty-32-32,16,110.01543200000002,19,5.790285894736843
CBS,4,empty-32-32,18,214.055461,18,11.891970055555555
CBS,4,empty-32-32,20,227.67047800000003,17,13.392381058823531
CBS,4,empty-32-32,22,236.28088,15,15.752058666666667
CBS,4,empty-32-32,24,312.00728000000004,16,19.500455000000002
CBS,4,empty-32-32,26,412.69392,14,29.478137142857143
CBS,4,empty-32-32,28,189.36897000000002,9,21.04099666666667
CBS,4,empty-32-32,30,284.03391999999997,11,25.82126545454545
CBS,4,empty-32-32,32,267.1163,7,38.15947142857143
CBS,4,empty-32-32,34,128.8557,4,32.213925
CBS,4,empty-32-32,36,122.8276,4,30.7069
CBS,4,empty-32-32,38,25.376,1,25.376
CBS,4,empty-32-32,40,33.8357,1,33.8357
CBS,4,empty-48-48,2,0.029969,20,0.00149845
CBS,4,empty-48-48,4,3.3701179999999997,20,0.1685059
CBS,4,empty-48-48,6,4.240747999999999,20,0.21203739999999996
CBS,4,empty-48-48,8,28.004017000000005,20,1.4002008500000003
CBS,4,empty-48-48,10,85.883793,19,4.520199631578947
CBS,4,empty-48-48,12,119.317049,19,6.279844684210526
CBS,4,empty-48-48,14,117.65398200000001,18,6.536332333333334
CBS,4,empty-48-48,16,48.247581999999994,17,2.838093058823529
CBS,4,empty-48-48,18,93.35324499999999,15,6.223549666666666
CBS,4,empty-48-48,20,148.079098,14,10.577078428571427
CBS,4,empty-48-48,22,234.087271,15,15.605818066666666
CBS,4,empty-48-48,24,168.366383,12,14.030531916666668
CBS,4,empty-48-48,26,165.25714,10,16.525714
CBS,4,empty-48-48,28,157.53217999999998,9,17.503575555555553
CBS,4,empty-48-48,30,140.71426000000002,8,17.589282500000003
CBS,4,empty-48-48,32,182.80159999999998,8,22.850199999999997
CBS,4,empty-48-48,34,109.29589,5,21.859178
CBS,4,empty-48-48,36,259.27439,7,37.03919857142857
CBS,4,empty-48-48,38,212.40786,6,35.40131
CBS,4,empty-48-48,40,102.47901999999999,3,34.15967333333333
CBS,4,empty-48-48,42,8.50993,1,8.50993
CBS,4,empty-48-48,44,8.92996,1,8.92996
CBS,4,empty-48-48,46,9.37993,1,9.37993
CBS,4,random-32-32-10,2,0.049985,20,0.00249925
CBS,4,random-32-32-10,4,0.750041,20,0.037502049999999995
CBS,4,random-32-32-10,6,1.389937,20,0.06949685
CBS,4,random-32-32-10,8,4.285114,17,0.2520655294117647
CBS,4,random-32-32-10,10,6.397697999999999,17,0.3763351764705882
CBS,4,random-32-32-10,12,18.560678000000003,17,1.0918045882352942
CBS,4,random-32-32-10,14,19.489274,15,1.2992849333333334
CBS,4,random-32-32-10,16,52.482412000000004,14,3.7487437142857147
CBS,4,random-32-32-10,18,68.903222,14,4.921658714285714
CBS,4,random-32-32-10,20,84.608928,12,7.050744000000001
CBS,4,random-32-32-10,22,150.55611000000002,13,11.581239230769231
CBS,4,random-32-32-10,24,206.42150999999998,11,18.765591818181818
CBS,4,random-32-32-10,26,105.41915999999999,8,13.177394999999999
CBS,4,random-32-32-10,28,185.42077,7,26.48868142857143
CBS,4,random-32-32-10,30,53.4459,3,17.8153
CBS,4,random-32-32-10,32,66.93950000000001,2,33.469750000000005
CBS,4,random-32-32-10,34,33.6397,1,33.6397
CBS,4,random-32-32-10,36,28.2695,1,28.2695
CBS,4,random-32-32-20,2,0.460029,20,0.02300145
CBS,4,random-32-32-20,4,2.409889,20,0.12049445
CBS,4,random-32-32-20,6,2.730073,20,0.13650365
CBS,4,random-32-32-20,8,97.43471500000001,20,4.871735750000001
CBS,4,random-32-32-20,10,23.499174,18,1.3055096666666666
CBS,4,random-32-32-20,12,91.363663,13,7.027974076923077
CBS,4,random-32-32-20,14,43.15329,10,4.315329
CBS,4,random-32-32-20,16,29.385056,9,3.265006222222222
CBS,4,random-32-32-20,18,56.276752,7,8.039536
CBS,4,random-32-32-20,20,72.61289000000001,5,14.522578000000001
CBS,4,random-32-32-20,22,26.06965,4,6.5174125
CBS,4,random-32-32-20,24,31.67879,4,7.9196975
CBS,4,random-32-32-20,26,43.39515,3,14.46505
CBS,4,random-32-32-20,28,48.46414000000001,3,16.154713333333337
CBS,4,random-32-32-20,30,30.41045,2,15.205225
CBS,4,random-32-32-20,32,44.2412,1,44.2412
CBS,4,random-64-64-10,2,0.39989700000000006,20,0.01999485
CBS,4,random-64-64-10,4,0.8999750000000001,20,0.044998750000000004
CBS,4,random-64-64-10,6,10.849946,19,0.5710497894736841
CBS,4,random-64-64-10,8,12.159673000000002,19,0.6399827894736843
CBS,4,random-64-64-10,10,58.654119,19,3.0870588947368423
CBS,4,random-64-64-10,12,44.522211999999996,18,2.473456222222222
CBS,4,random-64-64-10,14,46.932574,18,2.6073652222222226
CBS,4,random-64-64-10,16,22.070026000000002,16,1.3793766250000001
CBS,4,random-64-64-10,18,125.92847499999999,16,7.8705296874999995
CBS,4,random-64-64-10,20,100.71400799999999,16,6.2946254999999995
CBS,4,random-64-64-10,22,145.262577,16,9.0789110625
CBS,4,random-64-64-10,24,203.66456000000002,14,14.547468571428572
CBS,4,random-64-64-10,26,226.1756,14,16.1554
CBS,4,random-64-64-10,28,184.18698999999998,13,14.168229999999998
CBS,4,random-64-64-10,30,90.59986,8,11.3249825
CBS,4,random-64-64-10,32,168.94844999999998,8,21.118556249999997
CBS,4,random-64-64-10,34,204.4808,6,34.08013333333333
CBS,4,random-64-64-10,36,273.3653,7,39.05218571428571
CBS,4,random-64-64-10,38,133.98546,4,33.496365
CBS,4,random-64-64-10,40,89.02529999999999,3,29.675099999999997
CBS,4,random-64-64-10,42,81.85589999999999,2,40.927949999999996
CBS,4,random-64-64-20,2,1.130037,20,0.05650185
CBS,4,random-64-64-20,4,6.140179999999999,20,0.307009
CBS,4,random-64-64-20,6,15.496250999999999,20,0.7748125499999999
CBS,4,random-64-64-20,8,25.539973999999994,20,1.2769986999999996
CBS,4,random-64-64-20,10,28.649696999999996,18,1.591649833333333
CBS,4,random-64-64-20,12,44.453896,18,2.469660888888889
CBS,4,random-64-64-20,14,110.58563400000001,16,6.911602125000001
CBS,4,random-64-64-20,16,137.73609499999998,14,9.838292499999998
CBS,4,random-64-64-20,18,159.71078900000003,12,13.309232416666669
CBS,4,random-64-64-20,20,154.97600599999998,11,14.088727818181816
CBS,4,random-64-64-20,22,260.15659999999997,11,23.650599999999997
CBS,4,random-64-64-20,24,177.62976,9,19.73664
CBS,4,random-64-64-20,26,159.92892999999998,8,19.991116249999997
CBS,4,random-64-64-20,28,125.12300000000002,4,31.280750000000005
CBS,4,random-64-64-20,30,147.6207,4,36.905175
CBS,4,random-64-64-20,32,58.4916,2,29.2458
CBS,4,random-64-64-20,34,37.4461,1,37.4461
CBS,4,room-32-32-4,2,3.3173880000000002,20,0.1658694
CBS,4,room-32-32-4,4,53.029647999999995,20,2.6514824
CBS,4,room-32-32-4,6,62.87203100000001,18,3.4928906111111115
CBS,4,room-32-32-4,8,94.59217,13,7.276320769230769
CBS,4,room-32-32-4,10,55.242304000000004,9,6.138033777777778
CBS,4,room-32-32-4,12,51.273951000000004,7,7.3248501428571435
CBS,4,room-32-32-4,14,114.38881800000001,7,16.341259714285716
CBS,4,room-32-32-4,16,71.87119,3,23.957063333333334
CBS,4,room-32-32-4,18,35.9802,1,35.9802
CBS,4,room-64-64-8,2,84.206745,20,4.21033725
CBS,4,room-64-64-8,4,142.85713799999996,19,7.518796736842103
CBS,4,room-64-64-8,6,123.22436,14,8.80174
CBS,4,room-64-64-8,8,111.88585,7,15.983692857142858
CBS,4,room-64-64-8,10,107.21081000000001,5,21.442162000000003
CBS,4,room-64-64-8,12,30.7649,1,30.7649
CBS,4,room-64-64-8,14,31.1256,1,31.1256
CBS,4,room-64-64-16,2,353.24690000000004,20,17.662345000000002
CBS,4,room-64-64-16,4,339.37872000000004,17,19.96345411764706
CBS,4,room-64-64-16,6,346.88764,16,21.6804775
CBS,4,room-64-64-16,8,323.0589299999999,12,26.921577499999994
CBS,4,room-64-64-16,10,285.54967,9,31.72774111111111
CBS,4,room-64-64-16,12,148.67430000000002,4,37.168575000000004
CBS,4,room-64-64-16,14,104.68039999999999,3,34.89346666666666
CBS,4,room-64-64-16,16,38.9926,1,38.9926
CBS,4,maze-32-32-2,2,43.817889,20,2.19089445
CBS,4,maze-32-32-2,4,82.06129200000001,13,6.312407076923078
CBS,4,maze-32-32-2,6,88.83646,7,12.690922857142857
CBS,4,maze-32-32-2,8,16.056269999999998,3,5.35209
CBS,4,maze-32-32-2,10,24.92358,3,8.30786
CBS,4,maze-32-32-4,2,65.14198000000002,19,3.4285252631578955
CBS,4,maze-32-32-4,4,135.516165,15,9.034411
CBS,4,maze-32-32-4,6,168.938878,11,15.358079818181817
CBS,4,maze-32-32-4,8,97.39229900000001,6,16.232049833333335
CBS,4,maze-32-32-4,10,80.983997,4,20.24599925
CBS,4,maze-32-32-4,12,31.75889,2,15.879445
CBS,4,maze-32-32-4,14,35.00846,2,17.50423
CBS,4,maze-128-128-10,2,101.41100399999999,4,25.352750999999998
CBS,4,maze-128-128-2,2,10.33,1,10.33
CBS,4,Berlin_1_256,2,105.34510200000001,16,6.584068875000001
CBS,4,Berlin_1_256,4,247.49811,11,22.49982818181818
CBS,4,Berlin_1_256,6,206.8612,7,29.5516
CBS,4,Berlin_1_256,8,257.44533,7,36.777904285714285
CBS,4,Berlin_1_256,10,95.5863,3,31.862099999999998
CBS,4,Berlin_1_256,12,47.2798,2,23.6399
CBS,4,Boston_0_256,2,179.923765,12,14.993647083333334
CBS,4,Boston_0_256,4,152.09366,8,19.0117075
CBS,4,Boston_0_256,6,173.4427,5,34.68854
CBS,4,Boston_0_256,8,16.73,1,16.73
CBS,4,Paris_1_256,2,148.249048,15,9.883269866666666
CBS,4,Paris_1_256,4,167.541583,11,15.231053000000001
CBS,4,Paris_1_256,6,137.70582,7,19.672259999999998
CBS,4,Paris_1_256,8,78.68624,5,15.737248
CBS,4,Paris_1_256,10,60.3893,2,30.19465
CBS,4,Paris_1_256,12,22.5145,1,22.5145
CBS,4,Paris_1_256,14,24.0299,1,24.0299
CBS,4,Paris_1_256,16,27.5899,1,27.5899
CBS,4,ht_chantry,2,274.301419,18,15.238967722222222
CBS,4,ht_chantry,4,261.730182,13,20.133090923076924
CBS,4,ht_chantry,6,299.35585000000003,11,27.214168181818184
CBS,4,ht_chantry,8,172.17224,6,28.695373333333333
CBS,4,ht_chantry,10,112.60256,3,37.53418666666666
CBS,4,ht_chantry,12,12.8883,1,12.8883
CBS,4,ht_mansion_n,2,152.83270499999998,17,8.990159117647057
CBS,4,ht_mansion_n,4,215.25435599999997,16,13.453397249999998
CBS,4,ht_mansion_n,6,245.73304,10,24.573304
CBS,4,ht_mansion_n,8,156.30750999999998,7,22.329644285714284
CBS,4,ht_mansion_n,10,149.6141,5,29.92282
CBS,4,ht_mansion_n,12,134.83350000000002,4,33.708375000000004
CBS,4,ht_mansion_n,14,77.6171,2,38.80855
CBS,4,ht_mansion_n,16,35.0894,1,35.0894
CBS,4,ht_mansion_n,18,48.2078,1,48.2078
CBS,4,ht_mansion_n,20,48.976,1,48.976
CBS,4,ht_mansion_n,22,48.7164,1,48.7164
CBS,4,ht_mansion_n,24,49.5866,1,49.5866
CBS,4,lak303d,2,61.705114,7,8.815016285714286
CBS,4,lak303d,4,29.32818,3,9.77606
CBS,4,lak303d,6,80.9021,2,40.45105
CBS,4,lt_gallowstemplar_n,2,93.054799,19,4.897621
CBS,4,lt_gallowstemplar_n,4,212.762603,19,11.198031736842106
CBS,4,lt_gallowstemplar_n,6,262.53178,16,16.40823625
CBS,4,lt_gallowstemplar_n,8,196.99051,12,16.415875833333335
CBS,4,lt_gallowstemplar_n,10,180.87144,9,20.09682666666667
CBS,4,lt_gallowstemplar_n,12,145.73766999999998,6,24.289611666666662
CBS,4,lt_gallowstemplar_n,14,149.4924,4,37.3731
CBS,4,lt_gallowstemplar_n,16,66.5236,2,33.2618
CBS,4,lt_gallowstemplar_n,18,41.5224,1,41.5224
CBS,4,den312d,2,12.927161,19,0.6803768947368422
CBS,4,den312d,4,57.66666200000002,16,3.604166375000001
CBS,4,den312d,6,125.86885799999997,16,7.866803624999998
CBS,4,den312d,8,250.07939,13,19.236876153846154
CBS,4,den312d,10,160.80416,8,20.10052
CBS,4,den312d,12,123.59325,5,24.71865
CBS,4,den312d,14,106.4311,3,35.47703333333333
CBS,4,den312d,16,100.5116,2,50.2558
CBS,4,ost003d,2,149.377821,13,11.490601615384616
CBS,4,ost003d,4,96.942755,6,16.157125833333335
CBS,4,ost003d,6,125.82240999999999,4,31.455602499999998
CBS,4,ost003d,8,16.2569,1,16.2569
CBS,4,brc202d,2,98.146606,4,24.5366515
CBS,4,den520d,2,213.608547,18,11.867141499999999
CBS,4,den520d,4,221.76680499999998,11,20.160618636363633
CBS,4,den520d,6,161.44571,6,26.907618333333332
CBS,4,den520d,8,79.6954,3,26.565133333333335
CBS,4,den520d,10,5.53997,1,5.53997
CBS,4,den520d,12,6.05994,1,6.05994
PBS,1,empty-8-8,2,0.0,20,0.0
PBS,1,empty-8-8,4,0.003923,20,0.00019615000000000002
PBS,1,empty-8-8,6,0.001735,20,8.675e-05
PBS,1,empty-8-8,8,0.022522999999999998,20,0.0011261499999999998
PBS,1,empty-8-8,10,0.090326,20,0.0045163
PBS,1,empty-8-8,12,0.40506799999999993,20,0.020253399999999998
PBS,1,empty-8-8,14,1.516927,20,0.07584634999999999
PBS,1,empty-8-8,16,9.054124000000002,19,0.47653284210526325
PBS,1,empty-8-8,18,38.10209,19,2.0053731578947365
PBS,1,empty-8-8,20,131.296128,15,8.753075200000001
PBS,1,empty-8-8,22,85.516553,4,21.37913825
PBS,1,empty-8-8,24,4.40206,1,4.40206
PBS,1,empty-8-8,26,20.8846,1,20.8846
PBS,1,empty-8-8,28,29.319,1,29.319
PBS,1,empty-16-16,2,0.008329,20,0.00041644999999999996
PBS,1,empty-16-16,4,0.011558,20,0.0005779
PBS,1,empty-16-16,6,0.023851,20,0.0011925500000000001
PBS,1,empty-16-16,8,0.058193999999999996,20,0.0029097
PBS,1,empty-16-16,10,0.13884999999999997,20,0.006942499999999999
PBS,1,empty-16-16,12,0.29654600000000003,20,0.014827300000000002
PBS,1,empty-16-16,14,0.635035,20,0.03175175
PBS,1,empty-16-16,16,1.404897,20,0.07024485
PBS,1,empty-16-16,18,2.8008509999999998,20,0.14004255
PBS,1,empty-16-16,20,7.712508,20,0.3856254
PBS,1,empty-16-16,22,22.642584,19,1.191714947368421
PBS,1,empty-16-16,24,59.485464,19,3.1308138947368422
PBS,1,empty-16-16,26,64.75258,17,3.808975294117647
PBS,1,empty-16-16,28,73.816104,13,5.678161846153846
PBS,1,empty-16-16,30,117.67254399999999,11,10.697503999999999
PBS,1,empty-16-16,32,213.680494,11,19.425499454545456
PBS,1,empty-16-16,34,118.98541999999999,6,19.83090333333333
PBS,1,empty-16-16,36,8.02135,2,4.010675
PBS,1,empty-16-16,38,64.36947,2,32.184735
PBS,1,empty-16-16,40,13.4078,1,13.4078
PBS,1,empty-32-32,2,0.010005,20,0.00050025
PBS,1,empty-32-32,4,0.010015,20,0.00050075
PBS,1,empty-32-32,6,0.03005,20,0.0015025
PBS,1,empty-32-32,8,0.080101,20,0.0040050500000000004
PBS,1,empty-32-32,10,0.179875,20,0.00899375
PBS,1,empty-32-32,12,0.679745,20,0.033987250000000004
PBS,1,empty-32-32,14,1.1898930000000003,20,0.05949465000000002
PBS,1,empty-32-32,16,2.0000139999999997,20,0.10000069999999998
PBS,1,empty-32-32,18,2.8198510000000008,20,0.14099255000000005
PBS,1,empty-32-32,20,4.379872000000001,20,0.21899360000000004
PBS,1,empty-32-32,22,6.539946,20,0.3269973
PBS,1,empty-32-32,24,9.219301,20,0.46096505
PBS,1,empty-32-32,26,13.639755,20,0.68198775
PBS,1,empty-32-32,28,18.469878999999995,20,0.9234939499999998
PBS,1,empty-32-32,30,50.839528,20,2.5419764000000002
PBS,1,empty-32-32,32,72.83931600000001,20,3.6419658000000004
PBS,1,empty-32-32,34,93.928978,18,5.218276555555556
PBS,1,empty-32-32,36,115.470735,18,6.415040833333333
PBS,1,empty-32-32,38,69.733837,17,4.101990411764706
PBS,1,empty-32-32,40,81.0595,16,5.06621875
PBS,1,empty-32-32,42,114.99964,16,7.1874775
PBS,1,empty-32-32,44,173.5494,15,11.56996
PBS,1,empty-32-32,46,192.61051,13,14.816193076923078
PBS,1,empty-32-32,48,231.43127,12,19.28593916666667
PBS,1,empty-32-32,50,184.1069,10,18.41069
PBS,1,empty-32-32,52,170.0629,8,21.2578625
PBS,1,empty-32-32,54,190.07459999999998,7,27.153514285714284
PBS,1,empty-32-32,56,204.632,6,34.105333333333334
PBS,1,empty-32-32,58,155.8234,5,31.164679999999997
PBS,1,empty-32-32,60,198.2466,5,39.64932
PBS,1,empty-48-48,2,0.030022,20,0.0015011
PBS,1,empty-48-48,4,0.029936000000000004,20,0.0014968000000000002
PBS,1,empty-48-48,6,0.069959,20,0.0034979499999999997
PBS,1,empty-48-48,8,0.33003,20,0.0165015
PBS,1,empty-48-48,10,1.130008,20,0.05650039999999999
PBS,1,empty-48-48,12,4.529974,20,0.2264987
PBS,1,empty-48-48,14,3.3366089999999997,20,0.16683045
PBS,1,empty-48-48,16,3.4997809999999996,20,0.17498904999999998
PBS,1,empty-48-48,18,4.729736000000001,20,0.23648680000000005
PBS,1,empty-48-48,20,6.719498,20,0.33597489999999997
PBS,1,empty-48-48,22,8.746748999999998,20,0.4373374499999999
PBS,1,empty-48-48,24,15.225718999999998,20,0.7612859499999999
PBS,1,empty-48-48,26,22.297814000000002,20,1.1148907000000001
PBS,1,empty-48-48,28,29.979704000000005,20,1.4989852000000004
PBS,1,empty-48-48,30,44.065719,20,2.20328595
PBS,1,empty-48-48,32,72.713171,20,3.63565855
PBS,1,empty-48-48,34,51.45327799999999,19,2.7080672631578944
PBS,1,empty-48-48,36,59.00288,19,3.1054147368421052
PBS,1,empty-48-48,38,107.43553,19,5.654501578947368
PBS,1,empty-48-48,40,138.852326,19,7.308017157894737
PBS,1,empty-48-48,42,82.15237300000001,17,4.832492529411765
PBS,1,empty-48-48,44,122.93355199999999,16,7.6833469999999995
PBS,1,empty-48-48,46,167.707239,16,10.4817024375
PBS,1,empty-48-48,48,194.95076,16,12.1844225
PBS,1,empty-48-48,50,241.45257,15,16.096838
PBS,1,empty-48-48,52,220.83920999999995,13,16.987631538461535
PBS,1,empty-48-48,54,181.02881,10,18.102881
PBS,1,empty-48-48,56,189.66659,10,18.966659
PBS,1,empty-48-48,58,199.78880000000004,9,22.19875555555556
PBS,1,empty-48-48,60,122.87403999999998,6,20.479006666666663
PBS,1,random-32-32-10,2,0.010001,20,0.0005000499999999999
PBS,1,random-32-32-10,4,0.019946,20,0.0009973
PBS,1,random-32-32-10,6,0.049943,20,0.00249715
PBS,1,random-32-32-10,8,0.119941,20,0.00599705
PBS,1,random-32-32-10,10,0.289433,20,0.014471649999999999
PBS,1,random-32-32-10,12,0.429687,20,0.02148435
PBS,1,random-32-32-10,14,0.969571,20,0.048478549999999995
PBS,1,random-32-32-10,16,1.9398600000000001,20,0.09699300000000001
PBS,1,random-32-32-10,18,2.309893,20,0.11549465
PBS,1,random-32-32-10,20,3.4797939999999996,20,0.17398969999999997
PBS,1,random-32-32-10,22,5.140005,20,0.25700025000000004
PBS,1,random-32-32-10,24,8.069676999999999,20,0.4034838499999999
PBS,1,random-32-32-10,26,12.356985,20,0.61784925
PBS,1,random-32-32-10,28,29.05084,20,1.452542
PBS,1,random-32-32-10,30,74.549489,18,4.141638277777777
PBS,1,random-32-32-10,32,166.795234,18,9.266401888888888
PBS,1,random-32-32-10,34,281.721609,18,15.6512005
PBS,1,random-32-32-10,36,146.89931999999996,13,11.29994769230769
PBS,1,random-32-32-10,38,80.10929999999999,10,8.010929999999998
PBS,1,random-32-32-10,40,131.08896,9,14.565439999999999
PBS,1,random-32-32-10,42,116.1288,7,16.589828571428573
PBS,1,random-32-32-10,44,49.189159999999994,3,16.396386666666665
PBS,1,random-32-32-10,46,85.9977,3,28.665899999999997
PBS,1,random-32-32-10,48,31.4499,1,31.4499
PBS,1,random-32-32-10,50,18.4599,1,18.4599
PBS,1,random-32-32-10,52,34.4097,1,34.4097
PBS,1,random-32-32-10,54,33.5796,1,33.5796
PBS,1,random-32-32-20,2,0.0,20,0.0
PBS,1,random-32-32-20,4,0.07005700000000001,20,0.0035028500000000005
PBS,1,random-32-32-20,6,0.129918,20,0.006495900000000001
PBS,1,random-32-32-20,8,0.609862,20,0.030493100000000002
PBS,1,random-32-32-20,10,0.8595909999999997,20,0.042979549999999984
PBS,1,random-32-32-20,12,1.7788080000000002,20,0.0889404
PBS,1,random-32-32-20,14,3.519763,20,0.17598815
PBS,1,random-32-32-20,16,5.569748999999999,20,0.27848744999999997
PBS,1,random-32-32-20,18,12.826958999999999,20,0.6413479499999999
PBS,1,random-32-32-20,20,20.949410999999998,20,1.04747055
PBS,1,random-32-32-20,22,66.49925800000001,20,3.3249629000000005
PBS,1,random-32-32-20,24,131.72004,19,6.9326336842105265
PBS,1,random-32-32-20,26,162.782254,17,9.575426705882352
PBS,1,random-32-32-20,28,77.58952300000001,12,6.465793583333334
PBS,1,random-32-32-20,30,102.42568299999999,10,10.242568299999999
PBS,1,random-32-32-20,32,62.3744,7,8.910628571428571
PBS,1,random-32-32-20,34,62.13755,5,12.42751
PBS,1,random-32-32-20,36,11.81777,3,3.9392566666666666
PBS,1,random-32-32-20,38,56.282880000000006,3,18.76096
PBS,1,random-32-32-20,40,30.7299,1,30.7299
PBS,1,random-32-32-20,42,59.5497,1,59.5497
PBS,1,random-64-64-10,2,0.049665,20,0.00248325
PBS,1,random-64-64-10,4,0.06983199999999999,20,0.0034915999999999997
PBS,1,random-64-64-10,6,2.169976,20,0.1084988
PBS,1,random-64-64-10,8,2.2495239999999996,20,0.11247619999999998
PBS,1,random-64-64-10,10,3.1700299999999997,20,0.1585015
PBS,1,random-64-64-10,12,4.009909,20,0.20049545000000002
PBS,1,random-64-64-10,14,7.219766,20,0.3609883
PBS,1,random-64-64-10,16,7.389988,20,0.3694994
PBS,1,random-64-64-10,18,12.550055999999996,20,0.6275027999999998
PBS,1,random-64-64-10,20,21.249774,20,1.0624886999999998
PBS,1,random-64-64-10,22,23.045718,20,1.1522859
PBS,1,random-64-64-10,24,37.379607,20,1.86898035
PBS,1,random-64-64-10,26,53.579943,20,2.67899715
PBS,1,random-64-64-10,28,59.41650399999999,20,2.9708251999999993
PBS,1,random-64-64-10,30,77.48951799999999,20,3.8744758999999993
PBS,1,random-64-64-10,32,78.58582000000001,20,3.9292910000000005
PBS,1,random-64-64-10,34,131.395112,20,6.569755600000001
PBS,1,random-64-64-10,36,132.94509899999997,20,6.647254949999999
PBS,1,random-64-64-10,38,119.62282200000001,19,6.2959380000000005
PBS,1,random-64-64-10,40,174.462743,19,9.182249631578946
PBS,1,random-64-64-10,42,198.09180999999998,18,11.005100555555554
PBS,1,random-64-64-10,44,156.177774,16,9.761110875
PBS,1,random-64-64-10,46,214.75015000000002,16,13.421884375000001
PBS,1,random-64-64-10,48,214.2837,15,14.285580000000001
