Algorithm,Resolution,Map,Scenario,Num Agents,Flowtime,Time
PBS,1,Boston_0_256,1,10,4650.0,12.1295
PBS,1,Boston_0_256,2,10,4206.0,5.13557
PBS,1,Boston_0_256,3,10,4734.0,8.64629
PBS,1,Boston_0_256,4,10,3094.0,3.22978
PBS,1,Boston_0_256,6,10,4054.0,6.46971
PBS,1,Boston_0_256,7,10,3594.0,3.48987
PBS,1,Boston_0_256,8,10,3600.0,1.36999
PBS,1,Boston_0_256,9,10,3748.0,0.909993
PBS,1,Boston_0_256,10,10,4146.0,3.60978
PBS,1,Boston_0_256,11,10,4660.0,5.67985
PBS,1,Boston_0_256,12,10,4080.0,6.18776
PBS,1,Boston_0_256,13,10,3538.0,1.64999
PBS,1,Boston_0_256,14,10,3132.0,3.68985
PBS,1,Boston_0_256,15,10,4316.0,1.61987
PBS,1,Boston_0_256,17,10,3426.0,2.2278
PBS,1,Boston_0_256,18,10,3800.0,3.76976
PBS,1,Boston_0_256,19,10,4128.0,1.06993
PBS,1,Boston_0_256,20,10,3860.0,13.3399
PBS,1,Boston_0_256,1,12,5658.0,12.1294
PBS,1,Boston_0_256,2,12,5296.0,5.826
PBS,1,Boston_0_256,3,12,5304.0,8.1555
PBS,1,Boston_0_256,4,12,3976.0,32.4099
PBS,1,Boston_0_256,6,12,4228.0,6.47982
PBS,1,Boston_0_256,7,12,3782.0,3.55979
PBS,1,Boston_0_256,8,12,4332.0,1.48999
PBS,1,Boston_0_256,9,12,4734.0,3.61999
PBS,1,Boston_0_256,10,12,4684.0,3.65983
PBS,1,Boston_0_256,11,12,4864.0,8.92671
PBS,1,Boston_0_256,12,12,4588.0,6.21661
PBS,1,Boston_0_256,13,12,4314.0,1.98986
PBS,1,Boston_0_256,14,12,3960.0,4.06617
PBS,1,Boston_0_256,15,12,5060.0,2.02989
PBS,1,Boston_0_256,17,12,3944.0,2.57998
PBS,1,Boston_0_256,18,12,4914.0,4.06864
PBS,1,Boston_0_256,19,12,5232.0,4.96998
PBS,1,Boston_0_256,20,12,4686.0,47.9199
PBS,1,Boston_0_256,1,14,6164.0,12.2395
PBS,1,Boston_0_256,2,14,5760.0,6.25468
PBS,1,Boston_0_256,3,14,5916.0,8.41691
PBS,1,Boston_0_256,4,14,5074.0,33.9599
PBS,1,Boston_0_256,6,14,5418.0,20.3171
PBS,1,Boston_0_256,7,14,4412.0,6.65791
PBS,1,Boston_0_256,8,14,5202.0,2.80985
PBS,1,Boston_0_256,9,14,5054.0,3.63985
PBS,1,Boston_0_256,10,14,4982.0,3.67989
PBS,1,Boston_0_256,11,14,5656.0,12.2476
PBS,1,Boston_0_256,12,14,5356.0,6.53
PBS,1,Boston_0_256,13,14,5212.0,27.9399
PBS,1,Boston_0_256,14,14,4914.0,4.24655
PBS,1,Boston_0_256,15,14,5574.0,2.19988
PBS,1,Boston_0_256,17,14,4206.0,2.57
PBS,1,Boston_0_256,18,14,5606.0,4.54615
PBS,1,Boston_0_256,19,14,6212.0,9.68996
PBS,1,Boston_0_256,1,16,7112.0,12.7595
PBS,1,Boston_0_256,2,16,6384.0,6.28623
PBS,1,Boston_0_256,3,16,6638.0,8.15577
PBS,1,Boston_0_256,4,16,5476.0,34.0596
PBS,1,Boston_0_256,6,16,5638.0,20.2241
PBS,1,Boston_0_256,7,16,4782.0,6.90702
PBS,1,Boston_0_256,8,16,5716.0,3.00993
PBS,1,Boston_0_256,9,16,5886.0,3.65998
PBS,1,Boston_0_256,10,16,5772.0,3.85997
PBS,1,Boston_0_256,11,16,5974.0,12.2497
PBS,1,Boston_0_256,12,16,6146.0,6.72996
PBS,1,Boston_0_256,13,16,5932.0,27.9597
PBS,1,Boston_0_256,14,16,5462.0,7.33741
PBS,1,Boston_0_256,15,16,6332.0,2.51999
PBS,1,Boston_0_256,17,16,4826.0,7.88622
PBS,1,Boston_0_256,18,16,5892.0,4.55983
PBS,1,Boston_0_256,19,16,7200.0,9.65995
PBS,1,Boston_0_256,1,18,7900.0,12.9599
PBS,1,Boston_0_256,2,18,7274.0,6.3
PBS,1,Boston_0_256,3,18,7612.0,18.6056
PBS,1,Boston_0_256,4,18,5970.0,33.7597
PBS,1,Boston_0_256,7,18,5734.0,6.98973
PBS,1,Boston_0_256,8,18,6452.0,3.25998
PBS,1,Boston_0_256,9,18,6288.0,8.17994
PBS,1,Boston_0_256,10,18,6798.0,10.4
PBS,1,Boston_0_256,11,18,6526.0,12.5747
PBS,1,Boston_0_256,12,18,7116.0,8.05763
PBS,1,Boston_0_256,13,18,6790.0,28.3199
PBS,1,Boston_0_256,14,18,6404.0,8.34748
PBS,1,Boston_0_256,15,18,7232.0,2.9
PBS,1,Boston_0_256,17,18,5690.0,8.04986
PBS,1,Boston_0_256,18,18,6256.0,4.60984
PBS,1,Boston_0_256,19,18,8394.0,14.5791
PBS,1,Boston_0_256,1,20,8016.0,13.1299
PBS,1,Boston_0_256,2,20,8326.0,51.5962
PBS,1,Boston_0_256,3,20,8770.0,19.5759
PBS,1,Boston_0_256,4,20,6600.0,34.6297
PBS,1,Boston_0_256,7,20,6450.0,8.53651
PBS,1,Boston_0_256,8,20,7342.0,4.02987
PBS,1,Boston_0_256,10,20,7742.0,21.9271
PBS,1,Boston_0_256,11,20,7264.0,39.751
PBS,1,Boston_0_256,12,20,7676.0,8.49966
PBS,1,Boston_0_256,13,20,7334.0,28.4899
PBS,1,Boston_0_256,14,20,7522.0,33.5864
PBS,1,Boston_0_256,15,20,7764.0,3.90992
PBS,1,Boston_0_256,17,20,6256.0,8.06657
PBS,1,Boston_0_256,18,20,6492.0,23.4698
PBS,1,Boston_0_256,19,20,8920.0,14.7177
PBS,1,Boston_0_256,1,22,9338.0,30.3496
PBS,1,Boston_0_256,3,22,9286.0,19.5399
PBS,1,Boston_0_256,4,22,7214.0,34.1999
PBS,1,Boston_0_256,7,22,7662.0,11.386
PBS,1,Boston_0_256,8,22,8044.0,4.20997
PBS,1,Boston_0_256,10,22,8528.0,22.1014
PBS,1,Boston_0_256,12,22,8508.0,9.16733
PBS,1,Boston_0_256,13,22,8086.0,28.8599
PBS,1,Boston_0_256,17,22,7160.0,8.09996
PBS,1,Boston_0_256,18,22,6738.0,23.4499
PBS,1,Boston_0_256,19,22,9698.0,31.2537
PBS,1,Boston_0_256,1,24,10142.0,30.6295
PBS,1,Boston_0_256,3,24,10122.0,20.4298
PBS,1,Boston_0_256,7,24,8224.0,11.3381
PBS,1,Boston_0_256,8,24,8790.0,4.17984
PBS,1,Boston_0_256,10,24,9302.0,22.1699
PBS,1,Boston_0_256,12,24,9486.0,9.6476
PBS,1,Boston_0_256,13,24,9074.0,30.9499
PBS,1,Boston_0_256,17,24,8068.0,14.9542
PBS,1,Boston_0_256,18,24,7764.0,23.6798
PBS,1,Boston_0_256,19,24,10824.0,34.3672
PBS,1,Boston_0_256,1,26,10900.0,31.0595
PBS,1,Boston_0_256,3,26,10752.0,34.2494
PBS,1,Boston_0_256,7,26,9076.0,11.6187
PBS,1,Boston_0_256,8,26,9744.0,18.9198
PBS,1,Boston_0_256,12,26,10316.0,14.9658
PBS,1,Boston_0_256,17,26,8934.0,15.1147
PBS,1,Boston_0_256,18,26,8624.0,43.1599
PBS,1,Boston_0_256,19,26,11364.0,34.9042
PBS,1,Boston_0_256,3,28,11710.0,39.0799
PBS,1,Boston_0_256,7,28,9722.0,17.1841
PBS,1,Boston_0_256,8,28,10464.0,19.51
PBS,1,Boston_0_256,12,28,11068.0,15.9586
PBS,1,Boston_0_256,17,28,9446.0,15.1775
PBS,1,Boston_0_256,19,28,11718.0,34.5735
PBS,1,Boston_0_256,3,30,12248.0,39.4997
PBS,1,Boston_0_256,7,30,10912.0,17.6089
PBS,1,Boston_0_256,8,30,11456.0,20.1599
PBS,1,Boston_0_256,12,30,12126.0,21.2054
PBS,1,Boston_0_256,17,30,10552.0,28.5052
PBS,1,Boston_0_256,3,32,13488.0,38.9096
PBS,1,Boston_0_256,7,32,11354.0,17.6462
PBS,1,Boston_0_256,8,32,12048.0,20.2796
PBS,1,Boston_0_256,12,32,13074.0,21.7331
PBS,1,Boston_0_256,17,32,11790.0,35.4649
PBS,1,Boston_0_256,3,34,13862.0,38.9399
PBS,1,Boston_0_256,7,34,12188.0,20.7473
PBS,1,Boston_0_256,8,34,12900.0,58.5399
PBS,1,Boston_0_256,12,34,13974.0,21.6857
PBS,1,Boston_0_256,17,34,12144.0,41.8234
PBS,1,Boston_0_256,3,36,14178.0,51.2995
PBS,1,Boston_0_256,7,36,12972.0,23.0458
PBS,1,Boston_0_256,8,36,13778.0,59.0598
PBS,1,Boston_0_256,12,36,14978.0,31.924
PBS,1,Boston_0_256,17,36,12448.0,41.7461
PBS,1,Boston_0_256,3,38,15112.0,54.1297
PBS,1,Boston_0_256,7,38,13730.0,23.5245
PBS,1,Boston_0_256,12,38,15698.0,33.0546
PBS,1,Boston_0_256,17,38,13134.0,41.8839
PBS,1,Boston_0_256,3,40,16170.0,55.4196
PBS,1,Boston_0_256,7,40,14828.0,24.1661
PBS,1,Boston_0_256,17,40,14118.0,42.904
PBS,1,Boston_0_256,3,42,17128.0,55.4699
PBS,1,Boston_0_256,7,42,15732.0,35.136
PBS,1,Boston_0_256,3,44,18024.0,56.8539
PBS,1,Boston_0_256,7,44,16670.0,47.0879
PBS,1,Boston_0_256,3,46,18692.0,54.0037
PBS,1,Boston_0_256,7,46,17426.0,47.1277
PBS,1,Boston_0_256,3,48,19072.0,54.1153
PBS,1,Boston_0_256,7,48,17650.0,49.5897
PBS,1,Boston_0_256,7,50,18382.0,54.0691
PBS,1,Paris_1_256,1,2,630.0,0.010009
PBS,1,Paris_1_256,2,2,354.0,0.030004
PBS,1,Paris_1_256,3,2,270.0,0.0
PBS,1,Paris_1_256,4,2,1144.0,4.83997
PBS,1,Paris_1_256,5,2,976.0,0.59
PBS,1,Paris_1_256,6,2,666.0,0.270002
PBS,1,Paris_1_256,7,2,568.0,0.690002
PBS,1,Paris_1_256,8,2,306.0,0.069963
PBS,1,Paris_1_256,9,2,804.0,0.050037
PBS,1,Paris_1_256,10,2,482.0,0.0
PBS,1,Paris_1_256,11,2,594.0,0.0
PBS,1,Paris_1_256,12,2,782.0,0.53003
PBS,1,Paris_1_256,13,2,374.0,0.180037
PBS,1,Paris_1_256,14,2,590.0,0.020038
PBS,1,Paris_1_256,15,2,1508.0,1.37999
PBS,1,Paris_1_256,16,2,1116.0,7.10689
PBS,1,Paris_1_256,17,2,974.0,0.809991
PBS,1,Paris_1_256,18,2,736.0,0.079962
PBS,1,Paris_1_256,19,2,558.0,0.0
PBS,1,Paris_1_256,20,2,446.0,0.010003
PBS,1,Paris_1_256,1,4,1248.0,0.040001
PBS,1,Paris_1_256,2,4,1152.0,0.048897
PBS,1,Paris_1_256,3,4,1236.0,0.19
PBS,1,Paris_1_256,4,4,1982.0,5.43999
PBS,1,Paris_1_256,5,4,2044.0,0.657932
PBS,1,Paris_1_256,6,4,1298.0,3.38001
PBS,1,Paris_1_256,7,4,1300.0,3.28978
PBS,1,Paris_1_256,8,4,666.0,0.199988
PBS,1,Paris_1_256,9,4,1474.0,0.639244
PBS,1,Paris_1_256,10,4,1008.0,0.152642
PBS,1,Paris_1_256,11,4,1466.0,0.019991
PBS,1,Paris_1_256,12,4,1370.0,3.08004
PBS,1,Paris_1_256,13,4,1840.0,2.92997
PBS,1,Paris_1_256,14,4,1364.0,0.03996
PBS,1,Paris_1_256,15,4,2702.0,1.4
PBS,1,Paris_1_256,16,4,1636.0,7.18693
PBS,1,Paris_1_256,17,4,2218.0,2.08
PBS,1,Paris_1_256,18,4,1154.0,0.080043
PBS,1,Paris_1_256,19,4,1364.0,1.97
PBS,1,Paris_1_256,20,4,972.0,0.060001
PBS,1,Paris_1_256,1,6,1946.0,0.049999
PBS,1,Paris_1_256,2,6,1664.0,0.049995
PBS,1,Paris_1_256,3,6,1780.0,0.679961
PBS,1,Paris_1_256,4,6,2816.0,5.60555
PBS,1,Paris_1_256,5,6,2628.0,0.629996
PBS,1,Paris_1_256,6,6,2496.0,5.88744
PBS,1,Paris_1_256,7,6,2066.0,3.93974
PBS,1,Paris_1_256,8,6,1262.0,0.209948
PBS,1,Paris_1_256,9,6,1916.0,0.940001
PBS,1,Paris_1_256,10,6,2088.0,1.06999
PBS,1,Paris_1_256,11,6,2278.0,0.039999
PBS,1,Paris_1_256,12,6,2270.0,3.95991
PBS,1,Paris_1_256,13,6,2742.0,3.11999
PBS,1,Paris_1_256,14,6,2730.0,1.97003
PBS,1,Paris_1_256,15,6,4292.0,25.6
PBS,1,Paris_1_256,16,6,3228.0,8.33677
PBS,1,Paris_1_256,17,6,3180.0,4.01545
PBS,1,Paris_1_256,18,6,2070.0,7.49753
PBS,1,Paris_1_256,19,6,1730.0,1.9499
PBS,1,Paris_1_256,20,6,1694.0,0.059999
PBS,1,Paris_1_256,1,8,2288.0,0.069999
PBS,1,Paris_1_256,2,8,2482.0,0.050011
PBS,1,Paris_1_256,3,8,2376.0,0.877317
PBS,1,Paris_1_256,4,8,3456.0,5.83978
PBS,1,Paris_1_256,5,8,3552.0,5.01
PBS,1,Paris_1_256,6,8,3018.0,5.8554
PBS,1,Paris_1_256,7,8,2482.0,3.95999
PBS,1,Paris_1_256,8,8,2096.0,0.479996
PBS,1,Paris_1_256,9,8,3026.0,1.3181
PBS,1,Paris_1_256,10,8,2880.0,1.95995
PBS,1,Paris_1_256,11,8,3060.0,0.180001
PBS,1,Paris_1_256,12,8,2986.0,4.12987
PBS,1,Paris_1_256,13,8,3318.0,3.12999
PBS,1,Paris_1_256,14,8,3490.0,2.29999
PBS,1,Paris_1_256,15,8,5386.0,25.5347
PBS,1,Paris_1_256,16,8,4220.0,9.4865
PBS,1,Paris_1_256,17,8,3806.0,5.18994
PBS,1,Paris_1_256,18,8,2698.0,16.5848
PBS,1,Paris_1_256,19,8,2254.0,1.96996
PBS,1,Paris_1_256,20,8,2078.0,0.259992
PBS,1,Paris_1_256,1,10,3220.0,0.539995
PBS,1,Paris_1_256,2,10,3348.0,1.31003
PBS,1,Paris_1_256,3,10,3368.0,11.3
PBS,1,Paris_1_256,4,10,4116.0,6.68797
PBS,1,Paris_1_256,5,10,4278.0,5.05988
PBS,1,Paris_1_256,6,10,3914.0,6.66547
PBS,1,Paris_1_256,7,10,3376.0,4.02975
PBS,1,Paris_1_256,8,10,2818.0,0.469999
PBS,1,Paris_1_256,9,10,3314.0,1.30998
PBS,1,Paris_1_256,10,10,3406.0,2.03985
PBS,1,Paris_1_256,11,10,4042.0,1.89999
PBS,1,Paris_1_256,12,10,3776.0,8.24956
PBS,1,Paris_1_256,13,10,4294.0,3.42979
PBS,1,Paris_1_256,14,10,4098.0,2.29998
PBS,1,Paris_1_256,15,10,5778.0,26.0598
PBS,1,Paris_1_256,16,10,4568.0,9.49812
PBS,1,Paris_1_256,17,10,4488.0,5.34997
PBS,1,Paris_1_256,18,10,3406.0,16.6468
PBS,1,Paris_1_256,19,10,3162.0,2.56996
PBS,1,Paris_1_256,20,10,2480.0,0.280048
PBS,1,Paris_1_256,1,12,4146.0,0.909982
PBS,1,Paris_1_256,2,12,3836.0,1.29999
PBS,1,Paris_1_256,3,12,4034.0,11.2196
PBS,1,Paris_1_256,4,12,5078.0,6.73863
PBS,1,Paris_1_256,5,12,5308.0,21.2963
PBS,1,Paris_1_256,6,12,4688.0,10.5376
PBS,1,Paris_1_256,7,12,4238.0,8.85976
PBS,1,Paris_1_256,8,12,3482.0,2.94985
PBS,1,Paris_1_256,9,12,4428.0,2.74569
PBS,1,Paris_1_256,10,12,4256.0,2.02999
PBS,1,Paris_1_256,11,12,5298.0,2.14006
PBS,1,Paris_1_256,12,12,4326.0,12.1499
PBS,1,Paris_1_256,13,12,4530.0,5.67998
PBS,1,Paris_1_256,14,12,4684.0,2.40987
PBS,1,Paris_1_256,15,12,6526.0,25.8697
PBS,1,Paris_1_256,16,12,5384.0,9.53795
PBS,1,Paris_1_256,17,12,4888.0,5.4169
PBS,1,Paris_1_256,18,12,3910.0,16.7063
PBS,1,Paris_1_256,19,12,3540.0,2.57999
PBS,1,Paris_1_256,20,12,3110.0,0.310044
PBS,1,Paris_1_256,1,14,4752.0,0.909987
PBS,1,Paris_1_256,2,14,4322.0,1.35945
PBS,1,Paris_1_256,3,14,4788.0,11.7
PBS,1,Paris_1_256,5,14,6264.0,21.473
PBS,1,Paris_1_256,6,14,5202.0,10.5663
PBS,1,Paris_1_256,7,14,5214.0,16.8999
PBS,1,Paris_1_256,8,14,4276.0,10.2761
PBS,1,Paris_1_256,9,14,5278.0,3.05995
PBS,1,Paris_1_256,10,14,4850.0,15.6164
PBS,1,Paris_1_256,11,14,6498.0,8.1462
PBS,1,Paris_1_256,12,14,4900.0,12.39
PBS,1,Paris_1_256,13,14,5062.0,5.58985
PBS,1,Paris_1_256,14,14,5654.0,2.46999
PBS,1,Paris_1_256,15,14,7398.0,26.2698
PBS,1,Paris_1_256,16,14,6244.0,9.71941
PBS,1,Paris_1_256,17,14,5692.0,5.61698
PBS,1,Paris_1_256,18,14,4398.0,16.9562
PBS,1,Paris_1_256,19,14,4726.0,2.75999
PBS,1,Paris_1_256,20,14,3658.0,1.05987
PBS,1,Paris_1_256,1,16,5002.0,0.969557
PBS,1,Paris_1_256,2,16,5126.0,1.42999
PBS,1,Paris_1_256,3,16,5184.0,20.4041
PBS,1,Paris_1_256,5,16,7066.0,21.4541
PBS,1,Paris_1_256,6,16,5864.0,10.6657
PBS,1,Paris_1_256,7,16,6370.0,21.3297
PBS,1,Paris_1_256,8,16,5084.0,20.0448
PBS,1,Paris_1_256,9,16,5882.0,3.13997
PBS,1,Paris_1_256,10,16,5114.0,15.676
PBS,1,Paris_1_256,11,16,7044.0,8.13985
PBS,1,Paris_1_256,13,16,5524.0,5.67985
PBS,1,Paris_1_256,14,16,6364.0,2.58701
PBS,1,Paris_1_256,15,16,8046.0,27.4492
PBS,1,Paris_1_256,16,16,7294.0,15.5967
PBS,1,Paris_1_256,17,16,6110.0,5.62638
PBS,1,Paris_1_256,18,16,5144.0,37.511
PBS,1,Paris_1_256,19,16,5542.0,13.6499
PBS,1,Paris_1_256,20,16,4424.0,1.23
PBS,1,Paris_1_256,1,18,6016.0,8.93944
PBS,1,Paris_1_256,2,18,5992.0,1.7194
PBS,1,Paris_1_256,3,18,6264.0,29.4814
PBS,1,Paris_1_256,5,18,7186.0,34.0318
PBS,1,Paris_1_256,6,18,6932.0,10.6971
PBS,1,Paris_1_256,7,18,6942.0,21.3666
PBS,1,Paris_1_256,8,18,5702.0,19.7398
PBS,1,Paris_1_256,9,18,6316.0,3.27981
PBS,1,Paris_1_256,10,18,5332.0,15.6464
PBS,1,Paris_1_256,11,18,7934.0,9.52606
PBS,1,Paris_1_256,13,18,6400.0,6.35983
PBS,1,Paris_1_256,14,18,6900.0,2.63988
PBS,1,Paris_1_256,15,18,8772.0,25.9433
PBS,1,Paris_1_256,16,18,7994.0,21.7167
PBS,1,Paris_1_256,17,18,6874.0,5.58997
PBS,1,Paris_1_256,18,18,5668.0,37.481
PBS,1,Paris_1_256,19,18,6200.0,17.0559
PBS,1,Paris_1_256,20,18,4954.0,4.97996
PBS,1,Paris_1_256,1,20,6902.0,9.33987
PBS,1,Paris_1_256,2,20,6526.0,1.71953
PBS,1,Paris_1_256,3,20,7184.0,32.5696
PBS,1,Paris_1_256,5,20,7620.0,34.1894
PBS,1,Paris_1_256,6,20,7308.0,10.626
PBS,1,Paris_1_256,7,20,7382.0,21.7165
PBS,1,Paris_1_256,8,20,6382.0,23.1951
PBS,1,Paris_1_256,9,20,6730.0,3.31989
PBS,1,Paris_1_256,10,20,6248.0,15.8165
PBS,1,Paris_1_256,11,20,8552.0,9.69711
PBS,1,Paris_1_256,13,20,7058.0,6.51985
PBS,1,Paris_1_256,14,20,7786.0,2.64997
PBS,1,Paris_1_256,15,20,10214.0,36.7175
PBS,1,Paris_1_256,16,20,8988.0,23.0183
PBS,1,Paris_1_256,17,20,7540.0,5.63998
PBS,1,Paris_1_256,18,20,5982.0,36.5608
PBS,1,Paris_1_256,19,20,7128.0,18.9207
PBS,1,Paris_1_256,20,20,5856.0,38.5457
PBS,1,Paris_1_256,1,22,7874.0,9.62883
PBS,1,Paris_1_256,2,22,7800.0,26.4412
PBS,1,Paris_1_256,5,22,8252.0,35.9804
PBS,1,Paris_1_256,6,22,8908.0,30.7027
PBS,1,Paris_1_256,7,22,7960.0,22.5362
PBS,1,Paris_1_256,8,22,7476.0,23.4122
PBS,1,Paris_1_256,9,22,7880.0,5.61997
PBS,1,Paris_1_256,10,22,6800.0,37.1011
PBS,1,Paris_1_256,11,22,9342.0,15.7124
PBS,1,Paris_1_256,13,22,7364.0,6.70983
PBS,1,Paris_1_256,14,22,8552.0,3.54988
PBS,1,Paris_1_256,15,22,11384.0,38.0612
PBS,1,Paris_1_256,16,22,9506.0,23.2659
PBS,1,Paris_1_256,17,22,8290.0,5.83983
PBS,1,Paris_1_256,18,22,6558.0,45.3142
PBS,1,Paris_1_256,19,22,7694.0,19.1527
PBS,1,Paris_1_256,20,22,6482.0,45.2155
PBS,1,Paris_1_256,1,24,8538.0,10.2176
PBS,1,Paris_1_256,2,24,8796.0,54.7811
PBS,1,Paris_1_256,5,24,9088.0,36.6352
PBS,1,Paris_1_256,6,24,10044.0,31.4158
PBS,1,Paris_1_256,7,24,8972.0,32.1971
PBS,1,Paris_1_256,8,24,8336.0,29.1758
PBS,1,Paris_1_256,9,24,8748.0,20.9687
PBS,1,Paris_1_256,10,24,7310.0,37.5852
PBS,1,Paris_1_256,11,24,10390.0,16.3668
PBS,1,Paris_1_256,13,24,7962.0,9.23994
PBS,1,Paris_1_256,14,24,9230.0,6.41679
PBS,1,Paris_1_256,16,24,10540.0,23.536
PBS,1,Paris_1_256,17,24,9200.0,5.81994
PBS,1,Paris_1_256,18,24,7260.0,45.7129
PBS,1,Paris_1_256,19,24,8542.0,26.6172
PBS,1,Paris_1_256,20,24,7212.0,55.1756
PBS,1,Paris_1_256,1,26,9004.0,10.5068
PBS,1,Paris_1_256,2,26,9636.0,54.9746
PBS,1,Paris_1_256,5,26,9538.0,36.6938
PBS,1,Paris_1_256,6,26,10922.0,37.6234
PBS,1,Paris_1_256,7,26,10264.0,41.6526
PBS,1,Paris_1_256,8,26,8996.0,29.2997
PBS,1,Paris_1_256,9,26,8944.0,20.9344
PBS,1,Paris_1_256,10,26,7886.0,37.7051
PBS,1,Paris_1_256,11,26,11062.0,16.4263
PBS,1,Paris_1_256,13,26,9214.0,21.5399
PBS,1,Paris_1_256,14,26,9906.0,8.58783
PBS,1,Paris_1_256,16,26,11416.0,23.5582
PBS,1,Paris_1_256,17,26,9536.0,5.90989
PBS,1,Paris_1_256,18,26,8188.0,35.9937
PBS,1,Paris_1_256,19,26,9794.0,27.8135
PBS,1,Paris_1_256,20,26,8264.0,45.5056
PBS,1,Paris_1_256,1,28,9822.0,10.8088
PBS,1,Paris_1_256,2,28,10066.0,55.1165
PBS,1,Paris_1_256,5,28,10120.0,36.9339
PBS,1,Paris_1_256,6,28,11524.0,37.5353
PBS,1,Paris_1_256,9,28,9696.0,23.0308
PBS,1,Paris_1_256,10,28,8398.0,41.8439
PBS,1,Paris_1_256,13,28,9782.0,19.2398
PBS,1,Paris_1_256,14,28,10154.0,8.61869
PBS,1,Paris_1_256,16,28,11988.0,23.7964
PBS,1,Paris_1_256,17,28,10520.0,6.11992
PBS,1,Paris_1_256,18,28,9494.0,47.0437
PBS,1,Paris_1_256,20,28,8498.0,55.586
PBS,1,Paris_1_256,1,30,11122.0,11.1246
PBS,1,Paris_1_256,2,30,11048.0,57.7377
PBS,1,Paris_1_256,5,30,11286.0,37.8948
PBS,1,Paris_1_256,6,30,12502.0,38.6592
PBS,1,Paris_1_256,13,30,10232.0,21.8598
PBS,1,Paris_1_256,14,30,10908.0,16.1871
PBS,1,Paris_1_256,16,30,13018.0,51.6845
PBS,1,Paris_1_256,17,30,11724.0,9.61991
PBS,1,Paris_1_256,20,30,9202.0,45.8298
PBS,1,Paris_1_256,1,32,11522.0,11.2396
PBS,1,Paris_1_256,5,32,12012.0,37.9543
PBS,1,Paris_1_256,13,32,11240.0,23.19
PBS,1,Paris_1_256,14,32,11556.0,13.6348
PBS,1,Paris_1_256,17,32,13068.0,10.5299
PBS,1,Paris_1_256,1,34,11966.0,21.6545
PBS,1,Paris_1_256,5,34,12594.0,38.1159
PBS,1,Paris_1_256,13,34,11842.0,30.2698
PBS,1,Paris_1_256,14,34,12352.0,16.8862
PBS,1,Paris_1_256,17,34,13878.0,11.8199
PBS,1,Paris_1_256,1,36,12470.0,21.9988
PBS,1,Paris_1_256,5,36,13200.0,38.2563
PBS,1,Paris_1_256,13,36,12560.0,30.8598
PBS,1,Paris_1_256,14,36,12990.0,18.0958
PBS,1,Paris_1_256,17,36,14462.0,12.15
PBS,1,Paris_1_256,1,38,13228.0,22.0813
PBS,1,Paris_1_256,5,38,14320.0,38.3966
PBS,1,Paris_1_256,13,38,13248.0,31.6898
PBS,1,Paris_1_256,14,38,13870.0,18.3652
PBS,1,Paris_1_256,17,38,15214.0,47.1299
PBS,1,Paris_1_256,1,40,13800.0,25.4463
PBS,1,Paris_1_256,13,40,13858.0,42.63
PBS,1,Paris_1_256,14,40,14514.0,18.9311
PBS,1,Paris_1_256,17,40,15934.0,57.5898
PBS,1,Paris_1_256,1,42,14188.0,25.3772
PBS,1,Paris_1_256,13,42,14530.0,53.6696
PBS,1,Paris_1_256,14,42,15218.0,19.0267
PBS,1,Paris_1_256,17,42,17078.0,59.4198
PBS,1,Paris_1_256,1,44,15024.0,28.808
PBS,1,Paris_1_256,13,44,15020.0,54.0297
PBS,1,Paris_1_256,14,44,15756.0,19.9856
PBS,1,Paris_1_256,1,46,15722.0,28.882
PBS,1,Paris_1_256,14,46,16430.0,27.2999
PBS,1,Paris_1_256,1,48,16286.0,39.7088
PBS,1,Paris_1_256,1,50,16696.0,45.5963
PBS,1,Paris_1_256,1,52,17636.0,42.9979
PBS,1,ht_chantry,1,2,428.0,0.11999
PBS,1,ht_chantry,2,2,274.0,0.0
PBS,1,ht_chantry,3,2,518.0,0.09
PBS,1,ht_chantry,4,2,346.0,0.0
PBS,1,ht_chantry,5,2,434.0,1.28631
PBS,1,ht_chantry,6,2,396.0,0.059998
PBS,1,ht_chantry,7,2,196.0,0.0
PBS,1,ht_chantry,8,2,128.0,0.0
PBS,1,ht_chantry,9,2,250.0,0.180038
PBS,1,ht_chantry,10,2,374.0,0.0
PBS,1,ht_chantry,11,2,346.0,0.299962
PBS,1,ht_chantry,12,2,690.0,1.01
PBS,1,ht_chantry,13,2,514.0,0.519995
PBS,1,ht_chantry,14,2,514.0,0.467584
PBS,1,ht_chantry,15,2,214.0,0.0
PBS,1,ht_chantry,16,2,464.0,0.500002
PBS,1,ht_chantry,17,2,344.0,0.509993
PBS,1,ht_chantry,18,2,322.0,0.079991
PBS,1,ht_chantry,19,2,410.0,0.280003
PBS,1,ht_chantry,20,2,288.0,0.0
PBS,1,ht_chantry,1,4,826.0,1.14
PBS,1,ht_chantry,2,4,426.0,0.020036
PBS,1,ht_chantry,3,4,628.0,0.089975
PBS,1,ht_chantry,4,4,796.0,0.110044
PBS,1,ht_chantry,5,4,798.0,1.29486
PBS,1,ht_chantry,6,4,634.0,0.059999
PBS,1,ht_chantry,7,4,570.0,0.19004
PBS,1,ht_chantry,8,4,414.0,0.009999
PBS,1,ht_chantry,9,4,598.0,0.49999
PBS,1,ht_chantry,10,4,638.0,0.010001
PBS,1,ht_chantry,11,4,818.0,0.760036
PBS,1,ht_chantry,12,4,1208.0,1.02
