Algorithm,Resolution,Map,Scenario,Num Agents,Flowtime,Time
CBS,2,empty-32-32,8,14,1236.0,0.139963
CBS,2,empty-32-32,9,14,1224.0,0.299942
CBS,2,empty-32-32,10,14,1432.0,0.05
CBS,2,empty-32-32,11,14,1408.0,0.210034
CBS,2,empty-32-32,12,14,1256.0,0.02
CBS,2,empty-32-32,13,14,1180.0,0.039998
CBS,2,empty-32-32,14,14,1180.0,0.060018
CBS,2,empty-32-32,15,14,1124.0,0.010002
CBS,2,empty-32-32,16,14,1164.0,1.33
CBS,2,empty-32-32,17,14,1060.0,0.029961
CBS,2,empty-32-32,18,14,1256.0,0.019999
CBS,2,empty-32-32,19,14,1284.0,1.07001
CBS,2,empty-32-32,20,14,1028.0,0.05
CBS,2,empty-32-32,1,16,1532.0,0.04999
CBS,2,empty-32-32,2,16,1284.0,0.47
CBS,2,empty-32-32,3,16,1312.0,0.089993
CBS,2,empty-32-32,4,16,1248.0,0.989987
CBS,2,empty-32-32,6,16,1224.0,1.01999
CBS,2,empty-32-32,7,16,1408.0,0.749996
CBS,2,empty-32-32,8,16,1528.0,0.689986
CBS,2,empty-32-32,9,16,1364.0,0.25
CBS,2,empty-32-32,10,16,1632.0,0.100038
CBS,2,empty-32-32,11,16,1564.0,0.220001
CBS,2,empty-32-32,12,16,1552.0,0.030002
CBS,2,empty-32-32,13,16,1392.0,0.089991
CBS,2,empty-32-32,14,16,1236.0,0.199071
CBS,2,empty-32-32,15,16,1312.0,0.02
CBS,2,empty-32-32,16,16,1260.0,1.35
CBS,2,empty-32-32,17,16,1268.0,0.360033
CBS,2,empty-32-32,18,16,1412.0,0.360035
CBS,2,empty-32-32,19,16,1444.0,1.07998
CBS,2,empty-32-32,20,16,1180.0,0.369988
CBS,2,empty-32-32,1,18,1652.0,0.100053
CBS,2,empty-32-32,2,18,1536.0,0.470042
CBS,2,empty-32-32,3,18,1572.0,0.179999
CBS,2,empty-32-32,4,18,1340.0,0.999996
CBS,2,empty-32-32,6,18,1404.0,0.670043
CBS,2,empty-32-32,7,18,1560.0,0.759954
CBS,2,empty-32-32,8,18,1648.0,0.5
CBS,2,empty-32-32,9,18,1552.0,9.62996
CBS,2,empty-32-32,10,18,1836.0,0.409992
CBS,2,empty-32-32,11,18,1684.0,0.209964
CBS,2,empty-32-32,12,18,1716.0,0.059997
CBS,2,empty-32-32,13,18,1452.0,0.15
CBS,2,empty-32-32,14,18,1404.0,0.380035
CBS,2,empty-32-32,15,18,1456.0,0.33999
CBS,2,empty-32-32,16,18,1476.0,1.82995
CBS,2,empty-32-32,18,18,1560.0,0.36
CBS,2,empty-32-32,19,18,1680.0,1.13
CBS,2,empty-32-32,20,18,1420.0,0.39
CBS,2,empty-32-32,1,20,1836.0,0.150036
CBS,2,empty-32-32,2,20,1840.0,0.33
CBS,2,empty-32-32,3,20,1764.0,1.2
CBS,2,empty-32-32,4,20,1484.0,2.27988
CBS,2,empty-32-32,6,20,1660.0,2.13003
CBS,2,empty-32-32,7,20,1692.0,0.770035
CBS,2,empty-32-32,8,20,1712.0,0.660028
CBS,2,empty-32-32,9,20,1684.0,10.5199
CBS,2,empty-32-32,10,20,1908.0,1.73999
CBS,2,empty-32-32,11,20,1800.0,0.250009
CBS,2,empty-32-32,12,20,1856.0,0.060002
CBS,2,empty-32-32,13,20,1544.0,0.150044
CBS,2,empty-32-32,14,20,1576.0,1.80523
CBS,2,empty-32-32,15,20,1632.0,0.380029
CBS,2,empty-32-32,16,20,1568.0,2.18999
CBS,2,empty-32-32,18,20,1728.0,0.380025
CBS,2,empty-32-32,19,20,1836.0,1.18
CBS,2,empty-32-32,20,20,1560.0,1.52989
CBS,2,empty-32-32,1,22,1980.0,0.169997
CBS,2,empty-32-32,2,22,2044.0,0.360032
CBS,2,empty-32-32,3,22,1948.0,5.97987
CBS,2,empty-32-32,4,22,1600.0,2.32997
CBS,2,empty-32-32,6,22,1936.0,2.81609
CBS,2,empty-32-32,7,22,1868.0,3.81
CBS,2,empty-32-32,8,22,1844.0,0.699999
CBS,2,empty-32-32,9,22,1816.0,14.8999
CBS,2,empty-32-32,10,22,2120.0,2.19999
CBS,2,empty-32-32,11,22,1984.0,0.530009
CBS,2,empty-32-32,12,22,2024.0,0.780048
CBS,2,empty-32-32,13,22,1820.0,0.309999
CBS,2,empty-32-32,14,22,1800.0,2.11999
CBS,2,empty-32-32,15,22,1776.0,0.45005
CBS,2,empty-32-32,16,22,1772.0,1.76995
CBS,2,empty-32-32,18,22,1872.0,0.749955
CBS,2,empty-32-32,19,22,1960.0,1.99999
CBS,2,empty-32-32,20,22,1696.0,2.78002
CBS,2,empty-32-32,1,24,2156.0,0.179967
CBS,2,empty-32-32,2,24,2152.0,13.6499
CBS,2,empty-32-32,3,24,2036.0,6.32997
CBS,2,empty-32-32,4,24,1756.0,1.49995
CBS,2,empty-32-32,6,24,2180.0,2.88995
CBS,2,empty-32-32,7,24,1952.0,1.86
CBS,2,empty-32-32,8,24,2044.0,0.859999
CBS,2,empty-32-32,9,24,2016.0,13.4299
CBS,2,empty-32-32,10,24,2364.0,2.81996
CBS,2,empty-32-32,11,24,2028.0,0.559999
CBS,2,empty-32-32,12,24,2264.0,0.789994
CBS,2,empty-32-32,13,24,1980.0,0.509997
CBS,2,empty-32-32,14,24,2000.0,2.63
CBS,2,empty-32-32,15,24,1932.0,0.839957
CBS,2,empty-32-32,16,24,1936.0,1.80998
CBS,2,empty-32-32,18,24,2096.0,0.769996
CBS,2,empty-32-32,19,24,2132.0,3.65998
CBS,2,empty-32-32,20,24,1900.0,4.11989
CBS,2,empty-32-32,1,26,2196.0,1.97996
CBS,2,empty-32-32,2,26,2280.0,5.90988
CBS,2,empty-32-32,3,26,2308.0,8.02994
CBS,2,empty-32-32,4,26,1896.0,1.78
CBS,2,empty-32-32,6,26,2304.0,29.6859
CBS,2,empty-32-32,7,26,2120.0,1.95
CBS,2,empty-32-32,8,26,2252.0,0.869965
CBS,2,empty-32-32,9,26,2124.0,14.3799
CBS,2,empty-32-32,10,26,2500.0,2.92999
CBS,2,empty-32-32,11,26,2144.0,0.579999
CBS,2,empty-32-32,12,26,2500.0,2.19003
CBS,2,empty-32-32,13,26,2140.0,1.41996
CBS,2,empty-32-32,14,26,2068.0,2.7961
CBS,2,empty-32-32,15,26,1996.0,0.919992
CBS,2,empty-32-32,16,26,2164.0,3.02997
CBS,2,empty-32-32,18,26,2352.0,0.879991
CBS,2,empty-32-32,19,26,2372.0,2.09002
CBS,2,empty-32-32,20,26,2004.0,33.0796
CBS,2,empty-32-32,1,28,2364.0,3.04999
CBS,2,empty-32-32,2,28,2428.0,6.21999
CBS,2,empty-32-32,3,28,2500.0,8.1
CBS,2,empty-32-32,4,28,2084.0,1.42001
CBS,2,empty-32-32,6,28,2524.0,33.4448
CBS,2,empty-32-32,7,28,2192.0,10.76
CBS,2,empty-32-32,8,28,2352.0,0.9
CBS,2,empty-32-32,9,28,2304.0,17.0699
CBS,2,empty-32-32,10,28,2636.0,1.47994
CBS,2,empty-32-32,11,28,2456.0,1.12999
CBS,2,empty-32-32,12,28,2768.0,9.97993
CBS,2,empty-32-32,14,28,2164.0,3.37988
CBS,2,empty-32-32,15,28,2344.0,4.19992
CBS,2,empty-32-32,16,28,2400.0,2.43003
CBS,2,empty-32-32,18,28,2564.0,0.659999
CBS,2,empty-32-32,19,28,2676.0,2.63003
CBS,2,empty-32-32,20,28,2112.0,33.539
CBS,2,empty-32-32,1,30,2476.0,3.23993
CBS,2,empty-32-32,2,30,2572.0,4.42994
CBS,2,empty-32-32,4,30,2276.0,2.19996
CBS,2,empty-32-32,7,30,2284.0,4.78002
CBS,2,empty-32-32,8,30,2492.0,0.939996
CBS,2,empty-32-32,10,30,2832.0,1.54998
CBS,2,empty-32-32,11,30,2760.0,2.15998
CBS,2,empty-32-32,12,30,2932.0,2.64999
CBS,2,empty-32-32,14,30,2284.0,8.46831
CBS,2,empty-32-32,15,30,2564.0,26.5198
CBS,2,empty-32-32,18,30,2688.0,3.05999
CBS,2,empty-32-32,20,30,2228.0,2.93999
CBS,2,empty-32-32,1,32,2672.0,16.2299
CBS,2,empty-32-32,2,32,2816.0,5.91998
CBS,2,empty-32-32,4,32,2456.0,2.86003
CBS,2,empty-32-32,7,32,2344.0,7.30997
CBS,2,empty-32-32,8,32,2744.0,2.72003
CBS,2,empty-32-32,10,32,2964.0,3.86003
CBS,2,empty-32-32,11,32,2916.0,2.30998
CBS,2,empty-32-32,12,32,3156.0,26.9599
CBS,2,empty-32-32,14,32,2588.0,9.61652
CBS,2,empty-32-32,15,32,2720.0,28.4698
CBS,2,empty-32-32,18,32,2784.0,3.30002
CBS,2,empty-32-32,20,32,2404.0,3.05997
CBS,2,empty-32-32,1,34,2832.0,15.1799
CBS,2,empty-32-32,2,34,3064.0,15.6799
CBS,2,empty-32-32,4,34,2608.0,10.5399
CBS,2,empty-32-32,7,34,2496.0,35.0599
CBS,2,empty-32-32,8,34,2888.0,4.55995
CBS,2,empty-32-32,10,34,3192.0,18.2099
CBS,2,empty-32-32,11,34,3148.0,3.11997
CBS,2,empty-32-32,12,34,3244.0,3.00004
CBS,2,empty-32-32,14,34,2864.0,8.04656
CBS,2,empty-32-32,15,34,2840.0,16.2398
CBS,2,empty-32-32,18,34,2988.0,4.61998
CBS,2,empty-32-32,20,34,2592.0,19.0699
CBS,2,empty-32-32,1,36,2864.0,17.0399
CBS,2,empty-32-32,2,36,3248.0,27.4999
CBS,2,empty-32-32,4,36,2832.0,9.29992
CBS,2,empty-32-32,7,36,2660.0,20.2363
CBS,2,empty-32-32,8,36,3076.0,5.62001
CBS,2,empty-32-32,10,36,3444.0,19.1799
CBS,2,empty-32-32,11,36,3268.0,24.6199
CBS,2,empty-32-32,12,36,3512.0,42.8498
CBS,2,empty-32-32,14,36,3004.0,24.405
CBS,2,empty-32-32,15,36,3028.0,34.4998
CBS,2,empty-32-32,18,36,3140.0,10.69
CBS,2,empty-32-32,20,36,2744.0,21.7499
CBS,2,empty-32-32,1,38,3012.0,8.49997
CBS,2,empty-32-32,2,38,3400.0,33.8598
CBS,2,empty-32-32,4,38,2972.0,11.6899
CBS,2,empty-32-32,7,38,2792.0,38.2049
CBS,2,empty-32-32,8,38,3228.0,6.10001
CBS,2,empty-32-32,10,38,3692.0,19.7593
CBS,2,empty-32-32,11,38,3408.0,14.4998
CBS,2,empty-32-32,12,38,3584.0,45.1898
CBS,2,empty-32-32,14,38,3128.0,40.7594
CBS,2,empty-32-32,15,38,3108.0,39.5998
CBS,2,empty-32-32,18,38,3300.0,9.04996
CBS,2,empty-32-32,20,38,3080.0,17.0278
CBS,2,empty-32-32,1,40,3184.0,11.1799
CBS,2,empty-32-32,2,40,3644.0,29.5098
CBS,2,empty-32-32,4,40,3180.0,5.37997
CBS,2,empty-32-32,7,40,2960.0,38.3028
CBS,2,empty-32-32,8,40,3500.0,6.95994
CBS,2,empty-32-32,10,40,4020.0,9.88942
CBS,2,empty-32-32,11,40,3468.0,30.8297
CBS,2,empty-32-32,12,40,3660.0,59.7897
CBS,2,empty-32-32,15,40,3216.0,41.8398
CBS,2,empty-32-32,20,40,3256.0,17.0879
CBS,2,empty-32-32,1,42,3304.0,28.4999
CBS,2,empty-32-32,2,42,3832.0,32.0898
CBS,2,empty-32-32,4,42,3324.0,42.5458
CBS,2,empty-32-32,7,42,3172.0,44.0307
CBS,2,empty-32-32,8,42,3700.0,23.3498
CBS,2,empty-32-32,10,42,4076.0,24.3672
CBS,2,empty-32-32,11,42,3752.0,33.7194
CBS,2,empty-32-32,14,42,3672.0,27.8466
CBS,2,empty-32-32,15,42,3444.0,40.1798
CBS,2,empty-32-32,1,44,3380.0,18.99
CBS,2,empty-32-32,7,44,3304.0,47.6751
CBS,2,empty-32-32,8,44,3884.0,24.9799
CBS,2,empty-32-32,10,44,4284.0,51.2216
CBS,2,empty-32-32,11,44,3888.0,26.0498
CBS,2,empty-32-32,15,44,3632.0,43.8698
CBS,2,empty-32-32,1,46,3508.0,33.9397
CBS,2,empty-32-32,7,46,3436.0,47.4975
CBS,2,empty-32-32,8,46,3964.0,15.3099
CBS,2,empty-32-32,10,46,4468.0,25.4482
CBS,2,empty-32-32,7,48,3524.0,41.9982
CBS,2,empty-32-32,8,48,4140.0,26.049
CBS,2,empty-32-32,10,48,4648.0,48.6938
CBS,2,empty-32-32,7,50,3660.0,49.0883
CBS,2,empty-32-32,8,50,4244.0,25.7681
CBS,2,empty-32-32,10,50,4780.0,57.5542
CBS,2,empty-48-48,1,2,140.0,0.0
CBS,2,empty-48-48,2,2,116.0,0.0
CBS,2,empty-48-48,3,2,388.0,0.0
CBS,2,empty-48-48,4,2,276.0,0.0
CBS,2,empty-48-48,5,2,316.0,0.0
CBS,2,empty-48-48,6,2,248.0,0.0
CBS,2,empty-48-48,7,2,216.0,0.0
CBS,2,empty-48-48,8,2,200.0,0.0
CBS,2,empty-48-48,9,2,212.0,0.0
CBS,2,empty-48-48,10,2,368.0,0.0
CBS,2,empty-48-48,11,2,300.0,0.0
CBS,2,empty-48-48,12,2,148.0,0.0
CBS,2,empty-48-48,13,2,128.0,0.0
CBS,2,empty-48-48,14,2,316.0,0.0
CBS,2,empty-48-48,15,2,344.0,0.0
CBS,2,empty-48-48,16,2,164.0,0.0
CBS,2,empty-48-48,17,2,188.0,0.0
CBS,2,empty-48-48,18,2,232.0,0.0
CBS,2,empty-48-48,19,2,212.0,0.0
CBS,2,empty-48-48,20,2,232.0,0.0
CBS,2,empty-48-48,1,4,376.0,0.0
CBS,2,empty-48-48,2,4,368.0,0.0
CBS,2,empty-48-48,3,4,856.0,0.0
CBS,2,empty-48-48,4,4,440.0,0.0
CBS,2,empty-48-48,5,4,680.0,0.0
CBS,2,empty-48-48,6,4,396.0,0.0
CBS,2,empty-48-48,7,4,468.0,0.009958
CBS,2,empty-48-48,8,4,500.0,0.0
CBS,2,empty-48-48,9,4,384.0,0.009979
CBS,2,empty-48-48,10,4,564.0,0.0
CBS,2,empty-48-48,11,4,548.0,0.0
CBS,2,empty-48-48,12,4,488.0,0.010002
CBS,2,empty-48-48,13,4,168.0,0.209958
CBS,2,empty-48-48,14,4,656.0,0.0
CBS,2,empty-48-48,15,4,544.0,0.0
CBS,2,empty-48-48,16,4,580.0,0.009971
CBS,2,empty-48-48,17,4,436.0,0.0
CBS,2,empty-48-48,18,4,604.0,0.0
CBS,2,empty-48-48,19,4,468.0,0.0
CBS,2,empty-48-48,20,4,492.0,0.0
CBS,2,empty-48-48,1,6,524.0,0.0
CBS,2,empty-48-48,2,6,500.0,0.0
CBS,2,empty-48-48,3,6,1140.0,0.010009
CBS,2,empty-48-48,4,6,732.0,0.0
CBS,2,empty-48-48,5,6,1016.0,0.010001
CBS,2,empty-48-48,6,6,720.0,0.010002
CBS,2,empty-48-48,7,6,708.0,0.0
CBS,2,empty-48-48,8,6,776.0,0.010016
CBS,2,empty-48-48,9,6,704.0,0.10003
CBS,2,empty-48-48,10,6,860.0,0.009994
CBS,2,empty-48-48,11,6,920.0,0.009968
CBS,2,empty-48-48,12,6,752.0,0.0
CBS,2,empty-48-48,13,6,456.0,0.220001
CBS,2,empty-48-48,14,6,888.0,0.009942
CBS,2,empty-48-48,15,6,804.0,0.01
CBS,2,empty-48-48,16,6,868.0,0.0
CBS,2,empty-48-48,17,6,624.0,0.0
CBS,2,empty-48-48,18,6,740.0,0.0
CBS,2,empty-48-48,19,6,644.0,0.00997
CBS,2,empty-48-48,20,6,676.0,0.0
CBS,2,empty-48-48,1,8,716.0,0.0
CBS,2,empty-48-48,2,8,852.0,1.20003
CBS,2,empty-48-48,3,8,1516.0,0.010032
CBS,2,empty-48-48,4,8,936.0,0.009926
CBS,2,empty-48-48,5,8,1236.0,0.01001
CBS,2,empty-48-48,6,8,928.0,0.010002
CBS,2,empty-48-48,7,8,1020.0,1.98002
CBS,2,empty-48-48,8,8,936.0,0.009999
CBS,2,empty-48-48,9,8,980.0,0.099998
CBS,2,empty-48-48,10,8,1152.0,0.0
CBS,2,empty-48-48,11,8,1180.0,0.010029
CBS,2,empty-48-48,12,8,876.0,0.179997
CBS,2,empty-48-48,13,8,728.0,0.219999
CBS,2,empty-48-48,14,8,1072.0,0.019998
CBS,2,empty-48-48,15,8,876.0,0.049999
CBS,2,empty-48-48,16,8,1128.0,0.009987
CBS,2,empty-48-48,17,8,940.0,0.01
CBS,2,empty-48-48,18,8,956.0,0.0
CBS,2,empty-48-48,19,8,808.0,0.009954
CBS,2,empty-48-48,20,8,932.0,0.009982
CBS,2,empty-48-48,1,10,940.0,0.010001
CBS,2,empty-48-48,2,10,1196.0,1.18999
CBS,2,empty-48-48,3,10,1840.0,0.010037
CBS,2,empty-48-48,4,10,1132.0,0.010001
CBS,2,empty-48-48,5,10,1592.0,0.009987
CBS,2,empty-48-48,6,10,1176.0,0.060029
CBS,2,empty-48-48,7,10,1352.0,2.30711
CBS,2,empty-48-48,8,10,1236.0,0.019967
CBS,2,empty-48-48,9,10,1196.0,0.11
CBS,2,empty-48-48,10,10,1412.0,0.01
CBS,2,empty-48-48,11,10,1492.0,0.01
CBS,2,empty-48-48,12,10,1220.0,0.179998
CBS,2,empty-48-48,13,10,1048.0,4.50984
CBS,2,empty-48-48,14,10,1272.0,3.8
CBS,2,empty-48-48,15,10,1204.0,0.099991
CBS,2,empty-48-48,16,10,1476.0,0.009986
CBS,2,empty-48-48,17,10,1108.0,0.010015
CBS,2,empty-48-48,18,10,1376.0,0.010044
CBS,2,empty-48-48,19,10,972.0,0.979948
CBS,2,empty-48-48,20,10,1160.0,0.0
CBS,2,empty-48-48,1,12,1168.0,0.010022
CBS,2,empty-48-48,2,12,1544.0,4.69003
CBS,2,empty-48-48,3,12,2292.0,0.020001
CBS,2,empty-48-48,4,12,1484.0,0.020039
CBS,2,empty-48-48,5,12,1932.0,0.020001
CBS,2,empty-48-48,6,12,1368.0,0.13
CBS,2,empty-48-48,7,12,1644.0,2.75
CBS,2,empty-48-48,8,12,1448.0,0.01
CBS,2,empty-48-48,9,12,1556.0,0.109999
CBS,2,empty-48-48,10,12,1648.0,0.01
CBS,2,empty-48-48,11,12,1640.0,0.01
CBS,2,empty-48-48,12,12,1616.0,0.179995
CBS,2,empty-48-48,13,12,1176.0,4.63995
CBS,2,empty-48-48,14,12,1576.0,9.30742
CBS,2,empty-48-48,15,12,1288.0,0.110001
CBS,2,empty-48-48,16,12,1612.0,0.020006
CBS,2,empty-48-48,17,12,1384.0,0.01996
CBS,2,empty-48-48,18,12,1644.0,0.05
CBS,2,empty-48-48,19,12,1140.0,1.97822
CBS,2,empty-48-48,20,12,1408.0,0.010053
CBS,2,empty-48-48,1,14,1332.0,0.009953
CBS,2,empty-48-48,2,14,2000.0,5.12997
CBS,2,empty-48-48,3,14,2632.0,0.019987
CBS,2,empty-48-48,4,14,1832.0,0.019963
CBS,2,empty-48-48,5,14,2116.0,0.02
CBS,2,empty-48-48,6,14,1592.0,0.140001
CBS,2,empty-48-48,7,14,2120.0,4.19979
CBS,2,empty-48-48,8,14,1684.0,0.039999
CBS,2,empty-48-48,9,14,1840.0,0.169963
CBS,2,empty-48-48,10,14,1884.0,0.02001
CBS,2,empty-48-48,11,14,1864.0,0.010012
CBS,2,empty-48-48,12,14,1856.0,0.190043
CBS,2,empty-48-48,13,14,1508.0,2.53003
CBS,2,empty-48-48,14,14,1684.0,4.24732
CBS,2,empty-48-48,15,14,1540.0,0.689962
CBS,2,empty-48-48,16,14,1856.0,0.029999
CBS,2,empty-48-48,17,14,1576.0,0.029954
CBS,2,empty-48-48,18,14,1840.0,0.060007
CBS,2,empty-48-48,19,14,1408.0,2.79993
CBS,2,empty-48-48,20,14,1576.0,0.01
CBS,2,empty-48-48,1,16,1568.0,0.020001
CBS,2,empty-48-48,2,16,2220.0,4.05998
CBS,2,empty-48-48,3,16,2756.0,0.030015
CBS,2,empty-48-48,4,16,1996.0,0.070007
CBS,2,empty-48-48,5,16,2504.0,0.029999
CBS,2,empty-48-48,6,16,1788.0,0.230001
CBS,2,empty-48-48,7,16,2424.0,4.72732
CBS,2,empty-48-48,8,16,2040.0,0.049995
CBS,2,empty-48-48,9,16,2040.0,0.169983
CBS,2,empty-48-48,10,16,2104.0,0.019993
CBS,2,empty-48-48,11,16,2160.0,0.009975
CBS,2,empty-48-48,12,16,2172.0,0.189989
CBS,2,empty-48-48,13,16,1572.0,5.71985
CBS,2,empty-48-48,14,16,2112.0,4.19999
CBS,2,empty-48-48,15,16,1904.0,0.740026
CBS,2,empty-48-48,16,16,2156.0,0.029999
CBS,2,empty-48-48,17,16,1708.0,0.019991
CBS,2,empty-48-48,18,16,1996.0,0.059956
CBS,2,empty-48-48,19,16,1684.0,4.60998
CBS,2,empty-48-48,20,16,1652.0,0.250001
CBS,2,empty-48-48,2,18,2452.0,3.83941
CBS,2,empty-48-48,3,18,2980.0,0.040001
CBS,2,empty-48-48,4,18,2288.0,0.410001
CBS,2,empty-48-48,5,18,2700.0,0.03
CBS,2,empty-48-48,6,18,2164.0,1.52988
CBS,2,empty-48-48,7,18,2644.0,6.53813
CBS,2,empty-48-48,8,18,2192.0,0.14
CBS,2,empty-48-48,9,18,2288.0,0.359953
CBS,2,empty-48-48,10,18,2392.0,0.020007
CBS,2,empty-48-48,11,18,2332.0,0.040008
CBS,2,empty-48-48,12,18,2356.0,0.2
CBS,2,empty-48-48,13,18,1852.0,6.22994
CBS,2,empty-48-48,14,18,2320.0,4.27784
CBS,2,empty-48-48,15,18,2012.0,2.02991
CBS,2,empty-48-48,16,18,2360.0,0.040035
CBS,2,empty-48-48,17,18,2040.0,0.06
CBS,2,empty-48-48,18,18,2264.0,0.069963
CBS,2,empty-48-48,19,18,2056.0,4.85711
CBS,2,empty-48-48,20,18,1824.0,0.249999
CBS,2,empty-48-48,2,20,2600.0,5.17994
CBS,2,empty-48-48,3,20,3128.0,2.78964
CBS,2,empty-48-48,4,20,2680.0,0.889997
CBS,2,empty-48-48,5,20,2836.0,0.039999
CBS,2,empty-48-48,6,20,2512.0,1.57
CBS,2,empty-48-48,7,20,2928.0,7.29975
CBS,2,empty-48-48,8,20,2420.0,0.120001
CBS,2,empty-48-48,9,20,2608.0,0.379999
CBS,2,empty-48-48,10,20,2564.0,0.039998
CBS,2,empty-48-48,11,20,2624.0,0.049988
CBS,2,empty-48-48,12,20,2568.0,0.399998
CBS,2,empty-48-48,13,20,2108.0,6.67996
CBS,2,empty-48-48,14,20,2544.0,3.38996
CBS,2,empty-48-48,15,20,2296.0,1.94989
CBS,2,empty-48-48,16,20,2700.0,0.140039
CBS,2,empty-48-48,17,20,2476.0,7.15984
CBS,2,empty-48-48,18,20,2448.0,0.12
CBS,2,empty-48-48,19,20,2288.0,10.9686
CBS,2,empty-48-48,20,20,2076.0,0.25
CBS,2,empty-48-48,2,22,2784.0,5.25998
CBS,2,empty-48-48,3,22,3324.0,2.81993
CBS,2,empty-48-48,4,22,2988.0,1.17
CBS,2,empty-48-48,5,22,3144.0,0.04
CBS,2,empty-48-48,6,22,2608.0,1.59981
CBS,2,empty-48-48,7,22,3184.0,11.6996
CBS,2,empty-48-48,8,22,2688.0,0.129998
CBS,2,empty-48-48,9,22,3064.0,0.797733
CBS,2,empty-48-48,10,22,2764.0,0.039991
CBS,2,empty-48-48,11,22,2832.0,0.150034
CBS,2,empty-48-48,12,22,2964.0,0.609997
CBS,2,empty-48-48,13,22,2236.0,4.42985
CBS,2,empty-48-48,14,22,2836.0,13.8683
CBS,2,empty-48-48,15,22,2548.0,2.07999
CBS,2,empty-48-48,16,22,2864.0,2.56994
CBS,2,empty-48-48,17,22,2780.0,3.72994
CBS,2,empty-48-48,18,22,2596.0,0.14
CBS,2,empty-48-48,19,22,2408.0,11.5273
CBS,2,empty-48-48,20,22,2252.0,0.27
CBS,2,empty-48-48,3,24,3480.0,5.60943
CBS,2,empty-48-48,4,24,3232.0,1.86003
CBS,2,empty-48-48,5,24,3428.0,0.04991
CBS,2,empty-48-48,6,24,2808.0,1.64818
CBS,2,empty-48-48,7,24,3408.0,13.1556
CBS,2,empty-48-48,8,24,2884.0,0.149972
CBS,2,empty-48-48,10,24,2972.0,0.409999
CBS,2,empty-48-48,11,24,3120.0,0.239999
CBS,2,empty-48-48,12,24,3220.0,1.13999
CBS,2,empty-48-48,13,24,2500.0,5.69992
CBS,2,empty-48-48,14,24,3124.0,10.9392
CBS,2,empty-48-48,15,24,2720.0,2.14691
CBS,2,empty-48-48,16,24,3032.0,2.85999
CBS,2,empty-48-48,17,24,3120.0,3.72995
CBS,2,empty-48-48,18,24,2884.0,0.169989
CBS,2,empty-48-48,19,24,2556.0,14.2176
CBS,2,empty-48-48,20,24,2556.0,0.530025
CBS,2,empty-48-48,3,26,3808.0,5.65998
CBS,2,empty-48-48,4,26,3480.0,1.9398
CBS,2,empty-48-48,5,26,3720.0,0.319947
CBS,2,empty-48-48,7,26,3848.0,15.0365
CBS,2,empty-48-48,8,26,3080.0,0.159997
CBS,2,empty-48-48,10,26,3232.0,1.31979
CBS,2,empty-48-48,11,26,3388.0,0.449997
CBS,2,empty-48-48,12,26,3448.0,1.17733
CBS,2,empty-48-48,13,26,2748.0,10.42
CBS,2,empty-48-48,14,26,3332.0,32.0755
CBS,2,empty-48-48,15,26,3016.0,2.1
CBS,2,empty-48-48,16,26,3144.0,2.61003
CBS,2,empty-48-48,17,26,3372.0,7.7098
CBS,2,empty-48-48,18,26,3216.0,0.189998
CBS,2,empty-48-48,19,26,2888.0,14.8362
CBS,2,empty-48-48,20,26,2776.0,1.81968
CBS,2,empty-48-48,3,28,4252.0,5.66839
CBS,2,empty-48-48,4,28,3940.0,4.94974
CBS,2,empty-48-48,5,28,3992.0,0.379991
CBS,2,empty-48-48,7,28,3956.0,24.4558
CBS,2,empty-48-48,8,28,3436.0,0.25
CBS,2,empty-48-48,10,28,3536.0,2.05999
CBS,2,empty-48-48,11,28,3640.0,0.5
CBS,2,empty-48-48,12,28,3700.0,1.31
CBS,2,empty-48-48,13,28,2980.0,10.45
CBS,2,empty-48-48,14,28,3632.0,6.38744
CBS,2,empty-48-48,15,28,3136.0,2.08
CBS,2,empty-48-48,16,28,3516.0,6.27989
CBS,2,empty-48-48,17,28,3476.0,7.85992
CBS,2,empty-48-48,18,28,3404.0,0.209958
CBS,2,empty-48-48,19,28,3116.0,29.5794
CBS,2,empty-48-48,20,28,3096.0,2.98996
CBS,2,empty-48-48,3,30,4540.0,5.70826
CBS,2,empty-48-48,4,30,4136.0,5.34975
CBS,2,empty-48-48,5,30,4416.0,0.410027
CBS,2,empty-48-48,7,30,4212.0,21.9582
CBS,2,empty-48-48,8,30,3796.0,0.269965
CBS,2,empty-48-48,10,30,3856.0,2.10985
CBS,2,empty-48-48,11,30,3968.0,2.54792
CBS,2,empty-48-48,12,30,4056.0,2.15002
CBS,2,empty-48-48,13,30,3236.0,11.21
CBS,2,empty-48-48,14,30,3772.0,27.6567
CBS,2,empty-48-48,15,30,3204.0,3.10989
CBS,2,empty-48-48,16,30,3768.0,6.57991
CBS,2,empty-48-48,17,30,3684.0,8.05992
CBS,2,empty-48-48,18,30,3660.0,0.420042
CBS,2,empty-48-48,19,30,3380.0,25.6698
CBS,2,empty-48-48,20,30,3312.0,5.54794
CBS,2,empty-48-48,3,32,4708.0,5.79998
CBS,2,empty-48-48,4,32,4244.0,34.6297
CBS,2,empty-48-48,5,32,4844.0,2.13
CBS,2,empty-48-48,7,32,4516.0,41.0078
CBS,2,empty-48-48,8,32,4080.0,0.40001
CBS,2,empty-48-48,10,32,4068.0,2.22983
CBS,2,empty-48-48,11,32,4280.0,2.66991
CBS,2,empty-48-48,12,32,4220.0,2.36838
